FIPS,Province_State,Country_Region,Date,People_Fully_Vaccinated,People_Partially_Vaccinated
1,Alabama,US,2020-12-10,,
1,Alabama,US,2020-12-11,,
1,Alabama,US,2020-12-12,,
1,Alabama,US,2020-12-13,,
1,Alabama,US,2020-12-14,,
1,Alabama,US,2020-12-15,,
1,Alabama,US,2020-12-16,,
1,Alabama,US,2020-12-17,,
1,Alabama,US,2020-12-18,,
1,Alabama,US,2020-12-19,,
1,Alabama,US,2020-12-20,,
1,Alabama,US,2020-12-21,,
1,Alabama,US,2020-12-22,,
1,Alabama,US,2020-12-23,,
1,Alabama,US,2020-12-24,,
1,Alabama,US,2020-12-25,,
1,Alabama,US,2020-12-26,,
1,Alabama,US,2020-12-27,,
1,Alabama,US,2020-12-28,,
1,Alabama,US,2020-12-29,,
1,Alabama,US,2020-12-30,,
1,Alabama,US,2020-12-31,,
1,Alabama,US,2021-01-01,,
1,Alabama,US,2021-01-02,,
1,Alabama,US,2021-01-03,,
1,Alabama,US,2021-01-04,,
1,Alabama,US,2021-01-05,,
1,Alabama,US,2021-01-06,,
1,Alabama,US,2021-01-07,,
1,Alabama,US,2021-01-08,,
1,Alabama,US,2021-01-09,,
1,Alabama,US,2021-01-10,,
1,Alabama,US,2021-01-11,,
1,Alabama,US,2021-01-12,,
1,Alabama,US,2021-01-13,,
1,Alabama,US,2021-01-14,,
1,Alabama,US,2021-01-15,,
1,Alabama,US,2021-01-16,,
1,Alabama,US,2021-01-17,,
1,Alabama,US,2021-01-18,,
1,Alabama,US,2021-01-19,,
1,Alabama,US,2021-01-20,,
1,Alabama,US,2021-01-21,,
1,Alabama,US,2021-01-22,,
1,Alabama,US,2021-01-23,,
1,Alabama,US,2021-01-24,,
1,Alabama,US,2021-01-25,,
1,Alabama,US,2021-01-26,,
1,Alabama,US,2021-01-27,,
1,Alabama,US,2021-01-28,,
1,Alabama,US,2021-01-29,,
1,Alabama,US,2021-01-30,,
1,Alabama,US,2021-01-31,,
1,Alabama,US,2021-02-01,,
1,Alabama,US,2021-02-02,,
1,Alabama,US,2021-02-03,,
1,Alabama,US,2021-02-04,,
1,Alabama,US,2021-02-05,,
1,Alabama,US,2021-02-06,,
1,Alabama,US,2021-02-07,,
1,Alabama,US,2021-02-08,,
1,Alabama,US,2021-02-09,88453,300163
1,Alabama,US,2021-02-10,95033,309942
1,Alabama,US,2021-02-11,104362,320223
1,Alabama,US,2021-02-12,114306,326052
1,Alabama,US,2021-02-13,125553,334003
1,Alabama,US,2021-02-14,133029,337033
1,Alabama,US,2021-02-15,137032,337033
1,Alabama,US,2021-02-16,137032,336918
1,Alabama,US,2021-02-17,152781,341124
1,Alabama,US,2021-02-18,158246,340556
1,Alabama,US,2021-02-19,169339,353127
1,Alabama,US,2021-02-20,192304,346456
1,Alabama,US,2021-02-21,214512,347866
1,Alabama,US,2021-02-22,219639,361956
1,Alabama,US,2021-02-23,233073,360863
1,Alabama,US,2021-02-24,239425,357578
1,Alabama,US,2021-02-25,253615,353411
1,Alabama,US,2021-02-26,268465,348078
1,Alabama,US,2021-02-27,286095,342660
1,Alabama,US,2021-02-28,307868,344014
1,Alabama,US,2021-03-01,313290,344893
1,Alabama,US,2021-03-02,316073,340841
1,Alabama,US,2021-03-03,330046,335843
1,Alabama,US,2021-03-04,346841,331407
1,Alabama,US,2021-03-05,365456,329347
1,Alabama,US,2021-03-06,383078,327490
1,Alabama,US,2021-03-07,402061,329646
1,Alabama,US,2021-03-08,406723,323030
1,Alabama,US,2021-03-09,409937,327185
1,Alabama,US,2021-03-10,420083,333484
1,Alabama,US,2021-03-11,435018,338118
1,Alabama,US,2021-03-12,452746,344093
1,Alabama,US,2021-03-13,472325,348639
1,Alabama,US,2021-03-14,492755,351684
1,Alabama,US,2021-03-15,497653,352958
1,Alabama,US,2021-03-16,501344,359667
1,Alabama,US,2021-03-17,511869,370118
1,Alabama,US,2021-03-18,523649,379288
1,Alabama,US,2021-03-19,533375,390357
1,Alabama,US,2021-03-20,547257,399285
1,Alabama,US,2021-03-21,561254,401827
1,Alabama,US,2021-03-22,566632,403859
1,Alabama,US,2021-03-23,569127,414655
1,Alabama,US,2021-03-24,579598,429879
1,Alabama,US,2021-03-25,589979,448172
1,Alabama,US,2021-03-26,600666,460929
1,Alabama,US,2021-03-27,611694,475212
1,Alabama,US,2021-03-28,623385,479753
1,Alabama,US,2021-03-29,628500,482536
1,Alabama,US,2021-03-30,631388,491289
1,Alabama,US,2021-03-31,643450,498240
1,Alabama,US,2021-04-01,656899,510511
1,Alabama,US,2021-04-02,673773,520342
1,Alabama,US,2021-04-03,691082,528934
1,Alabama,US,2021-04-04,705197,532857
1,Alabama,US,2021-04-05,709849,536433
1,Alabama,US,2021-04-06,711596,542589
1,Alabama,US,2021-04-07,725270,546526
1,Alabama,US,2021-04-08,744961,553545
1,Alabama,US,2021-04-09,764450,556333
1,Alabama,US,2021-04-10,788325,559878
1,Alabama,US,2021-04-11,811323,563401
1,Alabama,US,2021-04-12,819550,565546
1,Alabama,US,2021-04-13,824052,563110
1,Alabama,US,2021-04-14,844353,557980
1,Alabama,US,2021-04-15,893002,549049
1,Alabama,US,2021-04-16,915654,543723
1,Alabama,US,2021-04-17,935377,540785
1,Alabama,US,2021-04-18,943129,538185
1,Alabama,US,2021-04-19,946333,537446
1,Alabama,US,2021-04-20,966251,528170
1,Alabama,US,2021-04-21,987379,519737
1,Alabama,US,2021-04-22,1010415,508513
1,Alabama,US,2021-04-23,1033996,497745
1,Alabama,US,2021-04-24,1054863,488681
1,Alabama,US,2021-04-25,1062524,484135
1,Alabama,US,2021-04-26,1066659,483123
1,Alabama,US,2021-04-27,1079815,478837
1,Alabama,US,2021-04-28,1098820,469495
1,Alabama,US,2021-04-29,1121348,457745
1,Alabama,US,2021-04-30,1143488,446030
1,Alabama,US,2021-05-01,1161725,437405
1,Alabama,US,2021-05-02,1165479,435954
1,Alabama,US,2021-05-03,1168235,435219
1,Alabama,US,2021-05-04,1168235,430126
1,Alabama,US,2021-05-05,1199064,419727
1,Alabama,US,2021-05-06,1201303,418480
1,Alabama,US,2021-05-07,1240335,396375
1,Alabama,US,2021-05-08,1263965,385723
1,Alabama,US,2021-05-09,1270858,383409
1,Alabama,US,2021-05-10,1273670,384002
1,Alabama,US,2021-05-11,1273999,384192
1,Alabama,US,2021-05-12,1286565,377788
1,Alabama,US,2021-05-13,1314534,363585
1,Alabama,US,2021-05-14,1334176,353699
1,Alabama,US,2021-05-15,1348023,349266
1,Alabama,US,2021-05-16,1350649,349108
1,Alabama,US,2021-05-17,1350830,349085
1,Alabama,US,2021-05-18,1362380,346953
1,Alabama,US,2021-05-19,1362834,346927
1,Alabama,US,2021-05-20,1382327,343367
1,Alabama,US,2021-05-21,1387356,340081
1,Alabama,US,2021-05-22,1396990,339655
1,Alabama,US,2021-05-23,1407769,339051
1,Alabama,US,2021-05-24,1407917,339095
1,Alabama,US,2021-05-25,1415771,338523
1,Alabama,US,2021-05-26,1419599,338008
1,Alabama,US,2021-05-27,1423605,335245
1,Alabama,US,2021-05-28,1429238,334315
1,Alabama,US,2021-05-29,1431669,333846
1,Alabama,US,2021-05-30,1432446,333609
1,Alabama,US,2021-05-31,1432446,333609
1,Alabama,US,2021-06-01,1433267,333517
1,Alabama,US,2021-06-02,1435324,332731
1,Alabama,US,2021-06-03,1435719,332569
1,Alabama,US,2021-06-04,1440101,331863
1,Alabama,US,2021-06-05,1440289,331956
1,Alabama,US,2021-06-06,1441834,331545
1,Alabama,US,2021-06-07,1442775,331364
1,Alabama,US,2021-06-08,1443230,331305
1,Alabama,US,2021-06-09,1445608,330670
1,Alabama,US,2021-06-10,1460230,326787
1,Alabama,US,2021-06-11,1468898,324221
1,Alabama,US,2021-06-12,1485108,320378
1,Alabama,US,2021-06-13,1490848,319226
1,Alabama,US,2021-06-14,1499941,315944
1,Alabama,US,2021-06-15,1501171,315598
1,Alabama,US,2021-06-16,1508504,313642
1,Alabama,US,2021-06-17,1546119,352012
1,Alabama,US,2021-06-18,1546983,351721
1,Alabama,US,2021-06-19,1558881,350124
1,Alabama,US,2021-06-20,1562192,350840
1,Alabama,US,2021-06-21,1563573,351549
1,Alabama,US,2021-06-22,1566908,351426
1,Alabama,US,2021-06-23,1570452,352255
1,Alabama,US,2021-06-24,1574676,353980
1,Alabama,US,2021-06-25,1574934,353969
1,Alabama,US,2021-06-26,1578780,354993
1,Alabama,US,2021-06-27,1584456,357225
1,Alabama,US,2021-06-28,1590001,358134
1,Alabama,US,2021-06-29,1594040,359370
1,Alabama,US,2021-06-30,1594625,359541
1,Alabama,US,2021-07-01,1601802,360943
1,Alabama,US,2021-07-02,1602022,360930
1,Alabama,US,2021-07-03,1612803,357031
1,Alabama,US,2021-07-04,1612913,357058
1,Alabama,US,2021-07-05,1612913,357058
1,Alabama,US,2021-07-06,1617584,358759
1,Alabama,US,2021-07-07,1619647,359304
1,Alabama,US,2021-07-08,1623114,359136
1,Alabama,US,2021-07-09,1626323,359259
1,Alabama,US,2021-07-10,1629745,359211
1,Alabama,US,2021-07-11,1633408,359549
1,Alabama,US,2021-07-12,1633505,359594
1,Alabama,US,2021-07-13,1638866,361886
1,Alabama,US,2021-07-14,1639032,361882
1,Alabama,US,2021-07-15,1645083,364117
1,Alabama,US,2021-07-16,1647995,365564
1,Alabama,US,2021-07-17,1648172,365681
1,Alabama,US,2021-07-18,1651404,367403
1,Alabama,US,2021-07-19,1653604,369178
1,Alabama,US,2021-07-20,1654644,370309
1,Alabama,US,2021-07-21,1659775,375039
1,Alabama,US,2021-07-22,1662812,378476
1,Alabama,US,2021-07-23,1663031,378566
1,Alabama,US,2021-07-24,1665751,383139
1,Alabama,US,2021-07-25,1668818,389854
1,Alabama,US,2021-07-26,1671098,396435
1,Alabama,US,2021-07-27,1672423,400935
1,Alabama,US,2021-07-28,1677048,415719
1,Alabama,US,2021-07-29,1677279,415963
1,Alabama,US,2021-07-30,1683367,433184
1,Alabama,US,2021-07-31,1683584,433460
1,Alabama,US,2021-08-01,1687404,442701
1,Alabama,US,2021-08-02,1687444,442865
1,Alabama,US,2021-08-03,1693504,460975
1,Alabama,US,2021-08-04,1696031,468017
1,Alabama,US,2021-08-05,1697144,471282
1,Alabama,US,2021-08-06,1703519,489131
1,Alabama,US,2021-08-07,1707895,499450
1,Alabama,US,2021-08-08,1708026,499698
1,Alabama,US,2021-08-09,1711014,506454
1,Alabama,US,2021-08-10,1715676,515712
1,Alabama,US,2021-08-11,1716368,517033
1,Alabama,US,2021-08-12,1720455,524820
1,Alabama,US,2021-08-13,1725039,531318
1,Alabama,US,2021-08-14,1726776,533551
1,Alabama,US,2021-08-15,1734722,540328
1,Alabama,US,2021-08-16,1743610,545531
1,Alabama,US,2021-08-17,1748529,547334
1,Alabama,US,2021-08-18,1752243,550355
1,Alabama,US,2021-08-19,1759489,553501
1,Alabama,US,2021-08-20,1770725,559970
1,Alabama,US,2021-08-21,1777585,563197
1,Alabama,US,2021-08-22,1781590,564344
1,Alabama,US,2021-08-23,1793712,564838
1,Alabama,US,2021-08-24,1802279,566010
1,Alabama,US,2021-08-25,1803904,566378
1,Alabama,US,2021-08-26,1813256,567613
1,Alabama,US,2021-08-27,1838347,561357
1,Alabama,US,2021-08-28,1850031,564976
1,Alabama,US,2021-08-29,1860445,566008
1,Alabama,US,2021-08-30,1868344,564535
1,Alabama,US,2021-08-31,1880276,561971
1,Alabama,US,2021-09-01,1882050,562292
1,Alabama,US,2021-09-02,1891063,561484
1,Alabama,US,2021-09-03,1900876,560467
1,Alabama,US,2021-09-04,1915710,558399
1,Alabama,US,2021-09-05,1915710,558399
1,Alabama,US,2021-09-06,1915710,558399
1,Alabama,US,2021-09-07,1930090,555489
1,Alabama,US,2021-09-08,1938065,553568
1,Alabama,US,2021-09-09,1940044,552997
1,Alabama,US,2021-09-10,1956859,547797
1,Alabama,US,2021-09-11,1959493,546991
1,Alabama,US,2021-09-12,1971041,543024
1,Alabama,US,2021-09-13,1979070,540626
1,Alabama,US,2021-09-14,1980807,535369
1,Alabama,US,2021-09-15,1988025,532954
1,Alabama,US,2021-09-16,1997364,529634
1,Alabama,US,2021-09-17,2010919,524716
1,Alabama,US,2021-09-18,2013023,524306
1,Alabama,US,2021-09-19,2023759,519716
1,Alabama,US,2021-09-20,2030149,516872
1,Alabama,US,2021-09-21,2038644,513499
1,Alabama,US,2021-09-22,2043972,511265
1,Alabama,US,2021-09-23,2045238,510877
1,Alabama,US,2021-09-24,2049383,509186
1,Alabama,US,2021-09-25,2060935,504800
1,Alabama,US,2021-09-26,2069026,501387
1,Alabama,US,2021-09-27,2073717,499199
1,Alabama,US,2021-09-28,2081567,496090
1,Alabama,US,2021-09-29,2083182,495681
1,Alabama,US,2021-09-30,2089852,493738
1,Alabama,US,2021-10-01,2090806,493452
1,Alabama,US,2021-10-02,2094920,492030
1,Alabama,US,2021-10-03,2103203,488893
1,Alabama,US,2021-10-04,2109349,486598
1,Alabama,US,2021-10-05,2111925,485523
1,Alabama,US,2021-10-06,2115732,484338
1,Alabama,US,2021-10-07,2118943,483459
1,Alabama,US,2021-10-08,2126766,481292
1,Alabama,US,2021-10-09,2128926,480608
1,Alabama,US,2021-10-10,2128926,480608
1,Alabama,US,2021-10-11,2128926,480608
1,Alabama,US,2021-10-12,2139547,477125
1,Alabama,US,2021-10-13,2139547,477125
1,Alabama,US,2021-10-14,2139547,477125
1,Alabama,US,2021-10-15,2139547,477125
1,Alabama,US,2021-10-16,2139547,477125
1,Alabama,US,2021-10-17,2139547,477125
1,Alabama,US,2021-10-18,2157856,473411
1,Alabama,US,2021-10-19,2159523,473227
1,Alabama,US,2021-10-20,2162284,472711
1,Alabama,US,2021-10-21,2165154,472580
1,Alabama,US,2021-10-22,2170323,473906
1,Alabama,US,2021-10-23,2174923,473665
1,Alabama,US,2021-10-24,2176540,473593
1,Alabama,US,2021-10-25,2177980,474057
1,Alabama,US,2021-10-26,2179242,474324
1,Alabama,US,2021-10-27,2183682,475433
1,Alabama,US,2021-10-28,2187378,476574
1,Alabama,US,2021-10-29,2190701,477327
1,Alabama,US,2021-10-30,2194074,477966
1,Alabama,US,2021-10-31,2195532,478124
1,Alabama,US,2021-11-01,2197549,478678
1,Alabama,US,2021-11-02,2198533,479131
1,Alabama,US,2021-11-03,2202285,480120
1,Alabama,US,2021-11-04,2204677,480772
1,Alabama,US,2021-11-05,2207077,481404
1,Alabama,US,2021-11-06,2208029,481467
1,Alabama,US,2021-11-07,2211121,482000
1,Alabama,US,2021-11-08,2213458,482368
1,Alabama,US,2021-11-09,2214496,482411
1,Alabama,US,2021-11-10,2218371,482857
1,Alabama,US,2021-11-11,2218371,482857
1,Alabama,US,2021-11-12,2219557,483321
1,Alabama,US,2021-11-13,2221462,484540
1,Alabama,US,2021-11-14,2228585,486129
1,Alabama,US,2021-11-15,2230181,488120
1,Alabama,US,2021-11-16,2231219,489383
1,Alabama,US,2021-11-17,2233411,490674
1,Alabama,US,2021-11-18,2237829,493244
1,Alabama,US,2021-11-19,2238958,494074
1,Alabama,US,2021-11-20,2243092,497305
1,Alabama,US,2021-11-21,2244148,498245
1,Alabama,US,2021-11-22,2245543,499787
1,Alabama,US,2021-11-23,2247882,501999
1,Alabama,US,2021-11-24,2254666,501247
1,Alabama,US,2021-11-25,2254666,501247
1,Alabama,US,2021-11-26,2254666,501247
1,Alabama,US,2021-11-27,2254666,501247
1,Alabama,US,2021-11-28,2254666,501247
1,Alabama,US,2021-11-29,2262464,505025
1,Alabama,US,2021-11-30,2264466,507558
1,Alabama,US,2021-12-01,2266861,509898
1,Alabama,US,2021-12-02,2268570,511646
1,Alabama,US,2021-12-03,2273361,515465
1,Alabama,US,2021-12-04,2274438,517031
1,Alabama,US,2021-12-05,2278670,519229
1,Alabama,US,2021-12-06,2281756,519628
1,Alabama,US,2021-12-07,2283759,520373
1,Alabama,US,2021-12-08,2286632,521032
1,Alabama,US,2021-12-09,2288180,521298
1,Alabama,US,2021-12-10,2293071,522189
1,Alabama,US,2021-12-11,2296493,522707
1,Alabama,US,2021-12-12,2297625,522850
1,Alabama,US,2021-12-13,2299840,522824
1,Alabama,US,2021-12-14,2302467,523107
1,Alabama,US,2021-12-15,2304915,523401
1,Alabama,US,2021-12-16,2306267,523598
1,Alabama,US,2021-12-17,2309833,524228
1,Alabama,US,2021-12-18,2312217,525237
1,Alabama,US,2021-12-19,2313129,525663
1,Alabama,US,2021-12-20,2314410,526144
1,Alabama,US,2021-12-21,2316077,526661
1,Alabama,US,2021-12-22,2318310,527325
1,Alabama,US,2021-12-23,2321403,528551
1,Alabama,US,2021-12-24,2321403,528551
1,Alabama,US,2021-12-25,2321403,528551
1,Alabama,US,2021-12-26,2321403,528551
1,Alabama,US,2021-12-27,2328730,531513
1,Alabama,US,2021-12-28,2331596,531889
1,Alabama,US,2021-12-29,2332287,532155
1,Alabama,US,2021-12-30,2335344,533420
1,Alabama,US,2021-12-31,2335344,533420
1,Alabama,US,2022-01-01,2335344,533420
1,Alabama,US,2022-01-02,2335344,533420
1,Alabama,US,2022-01-03,2335344,533420
1,Alabama,US,2022-01-04,2345599,539220
1,Alabama,US,2022-01-05,2346404,539666
1,Alabama,US,2022-01-06,2349085,541161
1,Alabama,US,2022-01-07,2351731,542699
1,Alabama,US,2022-01-08,2354087,544028
1,Alabama,US,2022-01-09,2355660,544607
1,Alabama,US,2022-01-10,2357727,545593
1,Alabama,US,2022-01-11,2358758,546165
1,Alabama,US,2022-01-12,2361490,547453
1,Alabama,US,2022-01-13,2363643,548410
1,Alabama,US,2022-01-14,2369558,549878
1,Alabama,US,2022-01-15,2371514,550882
1,Alabama,US,2022-01-16,2371514,550882
1,Alabama,US,2022-01-17,2371514,550882
1,Alabama,US,2022-01-18,2374104,553113
1,Alabama,US,2022-01-19,2396308,566133
1,Alabama,US,2022-01-20,2397146,566521
1,Alabama,US,2022-01-21,2401094,568591
1,Alabama,US,2022-01-22,2401192,568753
1,Alabama,US,2022-01-23,2411652,574054
1,Alabama,US,2022-01-24,2412148,574349
1,Alabama,US,2022-01-25,2414385,574718
1,Alabama,US,2022-01-26,2417639,574958
1,Alabama,US,2022-01-27,2418268,574928
1,Alabama,US,2022-01-28,2421487,574869
1,Alabama,US,2022-01-29,2421967,574915
1,Alabama,US,2022-01-30,2423893,575090
1,Alabama,US,2022-01-31,2425057,575148
1,Alabama,US,2022-02-01,2426408,575325
1,Alabama,US,2022-02-02,2427838,575258
1,Alabama,US,2022-02-03,2429527,575216
1,Alabama,US,2022-02-04,2431444,575274
1,Alabama,US,2022-02-05,2433084,575404
1,Alabama,US,2022-02-06,2434307,575605
1,Alabama,US,2022-02-07,2435296,575428
1,Alabama,US,2022-02-08,2437859,574870
2,Alaska,US,2020-12-10,,
2,Alaska,US,2020-12-11,,
2,Alaska,US,2020-12-12,,
2,Alaska,US,2020-12-13,,
2,Alaska,US,2020-12-14,,
2,Alaska,US,2020-12-15,,
2,Alaska,US,2020-12-16,,
2,Alaska,US,2020-12-17,,
2,Alaska,US,2020-12-18,,
2,Alaska,US,2020-12-19,,
2,Alaska,US,2020-12-20,,
2,Alaska,US,2020-12-21,,
2,Alaska,US,2020-12-22,,
2,Alaska,US,2020-12-23,,
2,Alaska,US,2020-12-24,,
2,Alaska,US,2020-12-25,,
2,Alaska,US,2020-12-26,,
2,Alaska,US,2020-12-27,,
2,Alaska,US,2020-12-28,,
2,Alaska,US,2020-12-29,,
2,Alaska,US,2020-12-30,,
2,Alaska,US,2020-12-31,,
2,Alaska,US,2021-01-01,,
2,Alaska,US,2021-01-02,,
2,Alaska,US,2021-01-03,,
2,Alaska,US,2021-01-04,,
2,Alaska,US,2021-01-05,,
2,Alaska,US,2021-01-06,,
2,Alaska,US,2021-01-07,,
2,Alaska,US,2021-01-08,,
2,Alaska,US,2021-01-09,,
2,Alaska,US,2021-01-10,,
2,Alaska,US,2021-01-11,5976,17077
2,Alaska,US,2021-01-12,5976,17077
2,Alaska,US,2021-01-13,7965,19453
2,Alaska,US,2021-01-14,10424,25084
2,Alaska,US,2021-01-15,10954,28592
2,Alaska,US,2021-01-16,10954,22084
2,Alaska,US,2021-01-17,10954,22084
2,Alaska,US,2021-01-18,11743,31856
2,Alaska,US,2021-01-19,11743,43691
2,Alaska,US,2021-01-20,12178,44733
2,Alaska,US,2021-01-21,13270,46179
2,Alaska,US,2021-01-22,14663,52599
2,Alaska,US,2021-01-23,16186,56828
2,Alaska,US,2021-01-24,16186,61724
2,Alaska,US,2021-01-25,16201,63553
2,Alaska,US,2021-01-26,17837,63363
2,Alaska,US,2021-01-27,19117,64246
2,Alaska,US,2021-01-28,21100,64572
2,Alaska,US,2021-01-29,22692,65962
2,Alaska,US,2021-01-30,24495,67299
2,Alaska,US,2021-01-31,24495,70344
2,Alaska,US,2021-02-01,24545,70929
2,Alaska,US,2021-02-02,27566,69510
2,Alaska,US,2021-02-03,28911,69165
2,Alaska,US,2021-02-04,31675,67921
2,Alaska,US,2021-02-05,34192,67033
2,Alaska,US,2021-02-06,37520,65643
2,Alaska,US,2021-02-07,37520,66770
2,Alaska,US,2021-02-08,39541,69078
2,Alaska,US,2021-02-09,43684,67252
2,Alaska,US,2021-02-10,45626,66822
2,Alaska,US,2021-02-11,48153,67848
2,Alaska,US,2021-02-12,51204,66985
2,Alaska,US,2021-02-13,54739,67724
2,Alaska,US,2021-02-14,54739,69264
2,Alaska,US,2021-02-15,57117,69264
2,Alaska,US,2021-02-16,57117,68694
2,Alaska,US,2021-02-17,65310,65441
2,Alaska,US,2021-02-18,68151,65340
2,Alaska,US,2021-02-19,73461,70426
2,Alaska,US,2021-02-20,81172,67127
2,Alaska,US,2021-02-21,81172,70077
2,Alaska,US,2021-02-22,82272,69187
2,Alaska,US,2021-02-23,87332,67286
2,Alaska,US,2021-02-24,89147,67120
2,Alaska,US,2021-02-25,92630,66162
2,Alaska,US,2021-02-26,95257,66338
2,Alaska,US,2021-02-27,98269,68254
2,Alaska,US,2021-02-28,98269,69043
2,Alaska,US,2021-03-01,98269,68045
2,Alaska,US,2021-03-02,103668,67646
2,Alaska,US,2021-03-03,104349,68114
2,Alaska,US,2021-03-04,106006,68221
2,Alaska,US,2021-03-05,108336,67991
2,Alaska,US,2021-03-06,111990,68159
2,Alaska,US,2021-03-07,111990,67156
2,Alaska,US,2021-03-08,117861,66595
2,Alaska,US,2021-03-09,117861,67561
2,Alaska,US,2021-03-10,119631,69208
2,Alaska,US,2021-03-11,122823,68515
2,Alaska,US,2021-03-12,126145,69781
2,Alaska,US,2021-03-13,128434,70789
2,Alaska,US,2021-03-14,130433,71553
2,Alaska,US,2021-03-15,130857,72724
2,Alaska,US,2021-03-16,135482,72496
2,Alaska,US,2021-03-17,137483,75122
2,Alaska,US,2021-03-18,140196,74968
2,Alaska,US,2021-03-19,141908,76612
2,Alaska,US,2021-03-20,146490,77808
2,Alaska,US,2021-03-21,146490,82358
2,Alaska,US,2021-03-22,146490,83711
2,Alaska,US,2021-03-23,150505,84128
2,Alaska,US,2021-03-24,152017,84312
2,Alaska,US,2021-03-25,154368,85082
2,Alaska,US,2021-03-26,157169,85893
2,Alaska,US,2021-03-27,159977,86035
2,Alaska,US,2021-03-28,159977,85158
2,Alaska,US,2021-03-29,160197,85583
2,Alaska,US,2021-03-30,160932,85593
2,Alaska,US,2021-03-31,168842,85611
2,Alaska,US,2021-04-01,171092,85053
2,Alaska,US,2021-04-02,173236,85025
2,Alaska,US,2021-04-03,176488,83516
2,Alaska,US,2021-04-04,176488,80550
2,Alaska,US,2021-04-05,176825,79490
2,Alaska,US,2021-04-06,185816,79525
2,Alaska,US,2021-04-07,188484,78698
2,Alaska,US,2021-04-08,193577,76522
2,Alaska,US,2021-04-09,198262,75510
2,Alaska,US,2021-04-10,203259,73773
2,Alaska,US,2021-04-11,203259,72046
2,Alaska,US,2021-04-12,203259,70417
2,Alaska,US,2021-04-13,211792,60277
2,Alaska,US,2021-04-14,222407,58979
2,Alaska,US,2021-04-15,232392,58972
2,Alaska,US,2021-04-16,234735,57767
2,Alaska,US,2021-04-17,234735,56647
2,Alaska,US,2021-04-18,234735,55950
2,Alaska,US,2021-04-19,239930,55790
2,Alaska,US,2021-04-20,243274,55215
2,Alaska,US,2021-04-21,247758,54518
2,Alaska,US,2021-04-22,249900,54437
2,Alaska,US,2021-04-23,251843,53319
2,Alaska,US,2021-04-24,251843,52491
2,Alaska,US,2021-04-25,251843,51923
2,Alaska,US,2021-04-26,254470,51670
2,Alaska,US,2021-04-27,255604,51665
2,Alaska,US,2021-04-28,259448,51076
2,Alaska,US,2021-04-29,261074,49649
2,Alaska,US,2021-04-30,263324,48831
2,Alaska,US,2021-05-01,263324,45494
2,Alaska,US,2021-05-02,263330,45132
2,Alaska,US,2021-05-03,270858,45053
2,Alaska,US,2021-05-04,270858,45092
2,Alaska,US,2021-05-05,285988,44953
2,Alaska,US,2021-05-06,287041,44546
2,Alaska,US,2021-05-07,288320,44437
2,Alaska,US,2021-05-08,288320,44156
2,Alaska,US,2021-05-09,288320,44130
2,Alaska,US,2021-05-10,270922,43148
2,Alaska,US,2021-05-11,271486,43091
2,Alaska,US,2021-05-12,276533,42876
2,Alaska,US,2021-05-13,277500,42573
2,Alaska,US,2021-05-14,278755,42631
2,Alaska,US,2021-05-15,278755,42912
2,Alaska,US,2021-05-16,278755,43803
2,Alaska,US,2021-05-17,280420,44109
2,Alaska,US,2021-05-18,281230,44203
2,Alaska,US,2021-05-19,281230,45558
2,Alaska,US,2021-05-20,283734,45765
2,Alaska,US,2021-05-21,284705,46610
2,Alaska,US,2021-05-22,284705,47258
2,Alaska,US,2021-05-23,284705,47878
2,Alaska,US,2021-05-24,284705,48193
2,Alaska,US,2021-05-25,284705,48272
2,Alaska,US,2021-05-26,284705,48616
2,Alaska,US,2021-05-27,285782,48861
2,Alaska,US,2021-05-28,285782,49351
2,Alaska,US,2021-05-29,286793,49601
2,Alaska,US,2021-05-30,287531,49836
2,Alaska,US,2021-05-31,287531,49836
2,Alaska,US,2021-06-01,288024,50069
2,Alaska,US,2021-06-02,288123,50106
2,Alaska,US,2021-06-03,289158,49966
2,Alaska,US,2021-06-04,290096,50004
2,Alaska,US,2021-06-05,291308,49649
2,Alaska,US,2021-06-06,292994,48944
2,Alaska,US,2021-06-07,294058,48598
2,Alaska,US,2021-06-08,294324,48588
2,Alaska,US,2021-06-09,294419,48591
2,Alaska,US,2021-06-10,296184,47546
2,Alaska,US,2021-06-11,297192,47267
2,Alaska,US,2021-06-12,298544,46739
2,Alaska,US,2021-06-13,299428,46406
2,Alaska,US,2021-06-14,300450,46009
2,Alaska,US,2021-06-15,301029,45835
2,Alaska,US,2021-06-16,310148,45554
2,Alaska,US,2021-06-17,311050,45306
2,Alaska,US,2021-06-18,311893,44972
2,Alaska,US,2021-06-19,311893,44744
2,Alaska,US,2021-06-20,311893,44574
2,Alaska,US,2021-06-21,313099,44397
2,Alaska,US,2021-06-22,313462,44401
2,Alaska,US,2021-06-23,314537,44366
2,Alaska,US,2021-06-24,315159,44304
2,Alaska,US,2021-06-25,317280,44248
2,Alaska,US,2021-06-26,317280,43775
2,Alaska,US,2021-06-27,317280,43394
2,Alaska,US,2021-06-28,318771,43420
2,Alaska,US,2021-06-29,319340,43988
2,Alaska,US,2021-06-30,320734,44602
2,Alaska,US,2021-07-01,321649,44474
2,Alaska,US,2021-07-02,322277,44318
2,Alaska,US,2021-07-03,322277,44295
2,Alaska,US,2021-07-04,322277,43808
2,Alaska,US,2021-07-05,322277,43808
2,Alaska,US,2021-07-06,323082,43257
2,Alaska,US,2021-07-07,323892,43245
2,Alaska,US,2021-07-08,324487,43199
